event_id,category_id,user_id,user_name,user_past_event,review_id,rating,date,text
1637,6,111,Hadi Kurniawan,"3, 4",163756111,5,6/11/2022,"ada beberapa wahana yang sedang perbaikan, tp terlihat sudah mulai ramai, selalu menyenangkan setiap dtg ke dufan!"
1638,6,121,Wahyu Saputra,"6, 3",163856121,5,5/30/2022,"Akses sangat mudah dg tiket online, mushola sdh banyak, wahana upadate setiap tahun, rumah riana dan kereta misteri, seru pokoknya"
1639,6,60,Rudi Septiani,"6, 2",16395660,5,5/29/2022,selalu menyenangkan pergi ke dufan.
3167,1,138,Joko Hermawan,"4, 1",316751138,5,5/27/2022,sangat menyenangkan pesan tiket di traveloka... dan permainannya banyak
113,1,160,Hadi Hadiwijaya,"2, 4",11351160,5,5/17/2022,"happy sekali, terima kasih traveloka"
1335,3,51,Fandi Pratama,"2, 1",13355351,5,5/9/2022,simple bgt redeem dan aktivasinya. cm kl beli di hr h jam 2 siang udah ga bisa. beli di counter lbh mahal. harga traveloka murah bgt apalagi kl ada promo dr traveloka.
1519,5,136,Fandi Purnama,"5, 6",151955136,5,5/6/2022,bagus dan nyaman dan secara keamanan juga baik
1650,6,58,Joko Septiani,"2, 5",16505658,5,5/5/2022,wahananya bikin greget. cocok buat yg mau lampiasin bisa teriak sepuasnya
1418,4,24,Andi Septiani,"2, 2",14185424,5,11/21/2023,tempat yg nyaman n bagus utk anak2
117,1,161,Lina Nugroho,"6, 5",11751161,5,7/1/2023,Sangat menyenangkan boleh berkunjung ke sini.
118,1,157,Ani Susanto,"4, 1",11851157,5,6/14/2023,semua berjalan dengan sangat baik dan penuh dengan ramah tamah
113,1,149,Dian Setiawan,"2, 4",11351149,5,6/4/2023,Ke depan sebaiknya dibuat paket dengan pintu masuk ancol karena saya kaget saat masuk ancol tiket yang saya beli belum termasuk pintu masuk ancol
1646,6,156,Lina Kusuma,"4, 3",164656156,5,5/3/2023,"Ok semua. Fasilitas lengkap, Bersih Dan Nyaman"
1645,6,119,Budi Rahayu,"1, 2",164556119,5,1/9/2023,Anak saya sangat senang ketika mengunjungi seaworld dan ocean dream. Walaupun gak nyangka jalan nya jauh banget dari gerbang masuk. Sayang nya juga kami tidak sempat nonton pertunjukan lumba2 di ocean dream di karenakan sudah capek semua. Tapi anak saya sangat senang dan ingin ke sini lagi nanti pas liburan sekolahnya.
1335,3,112,Ani Hadiwijaya,"3, 5",133553112,5,11/14/2022,mantabzzz untuk liburan bersama keluarga
1639,6,184,Dewi Hadiwijaya,"2, 1",163956184,5,8/16/2022,"Redeem tiket cepat, protokol kesehatan berjalan"
1638,6,27,Fandi Purnama,"4, 6",16385627,5,5/25/2022,Perlu penerangan lebih di beberapa tempat
1649,6,159,Rudi Santoso,"5, 1",164956159,5,5/21/2022,Sangat menarik... kebersihan terjaga...
1424,4,99,Maya Nugroho,"6, 1",14244499,4,6/10/2023,Staff yang berdiri di dekat penukaran tiket orang nya judes
117,1,184,Dewi Hadiwijaya,"2, 1",11741184,4,5/8/2023,secara umum tidak ada kendala
1215,2,13,Hadi Kurniawan,"4, 3",12154213,4,2/14/2023,menyenangkan
1421,4,124,Fandi Setiawan,"5, 4",142144124,4,10/24/2022,"banyak wahana gak beroperasi, alasannya akhir tahun perbaikan. jadinya cuma jalan ngider2 doang panas2an"
1416,4,15,Arif Kurniawan,"3, 1",14164415,4,6/5/2022,"saya sangat menikmati di SeaWorld, apalagi pakai voucher dari Traveloka, lebih mudah dan lebih cepat"
1332,3,81,Lina Rahayu,"2, 1",13323381,3,5/27/2022,arahan untuk e-cardnya kurang informatif dan bikin konsumen bingung
1637,6,105,Siti Susanto,"2, 6",163736105,3,11/21/2023,"Aplikasi ini sangat bagus dan sangat membantu sekali, banyak promo yg ditawarkan, terimakasih Traveloka"
1648,6,129,Maya Kusuma,"4, 6",164836129,3,9/22/2023,Senag menggunakan wastap tapi kenapa tiba2 dikatakan masa berlaku wastap telah habis.
1111,1,122,Maya Setiawan,"2, 3",111131122,3,9/2/2023,bagus
3165,1,83,Sinta Nurhayati,"5, 5",31653183,3,8/19/2023,"sudah terpercaya, tapi kenapa ya rasanya tiap bulan kok naik terus harganya"
1651,6,146,Rudi Susanto,"6, 1",165136146,3,7/18/2023,Traveloka sekarang mahal ny kebangeeetan
3166,1,46,Dian Wijaya,"2, 2",31663146,3,7/2/2023,"mantabbb,,"
1418,4,31,Dian Hidayat,"3, 5",14182431,2,3/22/2023,"tingkat keramahan staff kurang, tidak boleh duduk di lantai meskipun hanya sekedar berfoto dgn timer krn pergi sendiri, lgsg kena teguran.. dslr / tongsis / analog di larang, tp dukungan staff juga tidak memadai"
1636,6,36,Arif Susanto,"3, 5",16362636,2,1/21/2023,Mbak penjaganya gak gercep membatasi muatan padahal masih banyak yang kosong. Anak sapai nangisss udah berharap bisa naik tapi nihill
3167,1,22,Fajar Wijaya,"2, 6",31672122,2,5/9/2022,"harus issue e-card di hari yg sama... biasa lagi asik main seharian dan ga sempet issue ecard jadi hangus. rugi deh beli untuk tahunan, dan diinfo harus issue e-card di hari yg sama di pdfnya... engga ada tulisan di appsnya yg ada barcode."
1421,4,156,Lina Kusuma,"4, 3",142124156,2,4/5/2023,Aman ga ya beli tiket pesawat di aplikasi ini?
3163,1,79,Arif Nugroho,"2, 3",31632179,2,12/25/2022,Kenapa aplikasi ini tifak bisa di install?
3170,1,140,Maya Wijaya,"3, 2",317021140,2,8/19/2021,Wh ok
1416,4,119,Budi Rahayu,"1, 2",141624119,2,11/25/2023,Akun Traveloka malah eror GK bisa masuk
117,1,114,Ani Sari,"4, 3",11721114,2,5/17/2023,Hallo knp saya mau refund gk bisa ya nunggu kode gk masuk2
1640,6,163,Budi Susanto,"6, 3",164016163,1,12/7/2023,"Gak bisa di gunakan, padahal koneksi internet bagus wifi juga lancar tpi apknya gak bisa digunakan"
1640,6,5,Hadi Nurhayati,"1, 5",1640165,1,9/5/2023,"Aplikasi aneh dan berbelit belit Beli gift voucher total nominal 2jt, dikirim ke 2 penerima, penerima pertama pake aman, giliran saya mau pake gak bisa, keterangannya sudah pernah dipakai.. Waktu konfirmasi pelayan kayak aplikasi abal abal amatiran jawaban muter muter tanpa solusi, seminggu lebih nunggu info ujungnya dikonfirmasi sudah pernah dipake, lah siapa yg pake? Kalo aja ada bintang minus, udah tak kasih minus ni aplikasi 👎👎👎👎"
3170,1,195,Rudi Purnama,"2, 4",317011195,1,8/22/2023,"Promo tertera tp sekali di gunakan , habis Trus ngapain di pajang trus promonya Dari dulu ga pernah dapet promo"
115,1,132,Joko Hartono,"1, 3",11511132,1,8/9/2023,Jembutrrrr
1642,6,40,Joko Sari,"5, 6",16421640,1,8/8/2023,APLIKASI BURUK SEKALI!! PAYMENT BERHASIL TAPI HOTEL GW GA DAPAT!! HUBUNGIN CS TAPI LAMA BGT BALES NYA!!
1646,6,138,Joko Hermawan,"4, 1",164616138,1,8/6/2023,"Aplikasi jelek merugikan, sudah transfer tetapi orderan tidak di selesai kan dan e-tiket tidak di terbitkan, CS pun semua pake robot susah untuk komplain"
119,1,26,Citra Sari,"5, 1",1191126,1,8/5/2023,"Saya sudah bayar tp di hub tdk bisa , tiket blom dikirim, buat ssh org"
3162,1,130,Andi Putri,"2, 3",316211130,1,8/5/2023,Bilangnya pusat bantuan 24/7 saya mengajukan keluhan aja seharian tidak ditanggapi jangan sok iklan lah kalo hasilnya Nol Besar.
1416,4,89,Hadi Wijaya,"6, 4",14161489,1,8/5/2023,"Customer care sangat tidak peduli, semua nomor dan email layanan tidak memberikan tanggapan atas masalah yang ada"
1636,6,176,Ani Hartono,"2, 3",163616176,1,6/14/2023,Mau reschedule harus urus sendiri kelamaan
1519,5,112,Ani Hadiwijaya,"3, 5",151915112,1,5/8/2023,Aplikasinya ngebug. Pencet tiket bus tapi ga ada yg bisa dipilih. Aneh
1425,4,125,Fandi Hidayat,"5, 2",142514125,1,4/26/2023,"Aplikasi yang sangat tidak recomended, para pencari uang haram customer"
1530,5,20,Arif Septiani,"6, 3",15301520,1,4/13/2023,Minimal bantuin tinjau proses refund GUDFEST. Jangan main lepas tangan aja. Tanggung jawab jg kan kita beli tiket di kalian.
1644,6,109,Ani Sari,"4, 5",164456109,5,7/3/2022,"ok, but karena weekend lumayan ramai"
1425,4,82,Fandi Nurhayati,"3, 2",14255482,5,6/16/2022,Dufan sudah banyak perubahan namun tetap saja jika kesana hari liburan harus antri panjang...
3168,1,19,Siti Purnama,"2, 1",31685119,5,5/9/2022,"gampang juga buat e-card, gak susah..."
111,1,78,Fandi Putri,"3, 3",1115178,5,8/14/2023,oke banget pelayanan nya
3167,1,155,Sinta Saputra,"5, 2",316751155,5,7/31/2023,sangat seru dan favoritku adalah aquarium tunnel
1644,6,45,Siti Kurniawan,"1, 1",16445645,5,5/28/2023,kesini pas weekend jadi rame banget tapi alhamdulillah tetep masih bisa menikmati
3659,6,85,Maya Susanto,"6, 5",36595685,5,5/7/2023,"seru, tempatnya bagus dan recomended buat anak2."
1313,3,113,Budi Wijaya,"1, 5",131353113,5,4/5/2023,Semuanya menyenangkan dan memberikan kesan untuk kami.
111,1,120,Dewi Septiani,"5, 3",11151120,5,12/3/2022,Seruu membawa anak ke sea world dan ocean samudra
1313,3,18,Rudi Santoso,"4, 2",13135318,5,6/28/2022,"Staff yang ramah, pengaturan yang rapi dan semuanya luar biasa"
116,1,121,Wahyu Saputra,"6, 3",11651121,5,5/18/2022,keren bgt tempatnya dan sepi karena orang pilih ke puncak
1519,5,62,Joko Sari,"6, 1",15194562,4,1/4/2023,"Tempat yang wajib dikunjungi kalau baru kali pertama ke Bali. Ingin menikmati tari kecak di amphiteater, namun karena saat itu ada festival kuliner, jadi dipindahkan di area atas. Agak kecewa sih, karena jadi gak dapet 'feel' dan view yang diinginkan. Karena sejajar sama penari, banyak penonton yang nggak kelihatan dari belakang. Tapi berkat festival kuliner, jadi banyak pilihan makanan yang bisa dinikmati. jadi ya 50-50 lah ya. Namun secara keseluruhan, menyenangkan."
1648,6,86,Lina Santoso,"4, 3",16484686,4,7/9/2022,"proses redeem voucher cepat, lumayan dapat potongan harga dibandingkan kalau beli di tempat. thanks Traveloka 😀"
3658,6,81,Lina Rahayu,"2, 1",36584681,4,1/1/2023,"sebaiknya klo mau berkunjung ke dufan jgn di hari weekend karena sangat padat, antrian tiap wahana sangat panjang dan lama sehingga hanya bisa mengikuti beberapa wahana yang ada.."
3170,1,23,Fajar Kusuma,"4, 1",31704123,4,5/9/2022,"Sudah cukup lama tidak ke Dufan, banyak yg baru, dari mulai wahana bahkan sampai dengan theme song pun lebih kekinian, untuk redeem e-ticket mudah, e-card pun simpel, masukkan untuk pengelola agar wahana lebih dimaksimalkan. Krn ada beberapa yg under maintenance dan agar lebih banyak tenda-tenda untuk berlindung dari matahari. Terima kasih"
1424,4,127,Sinta Wijaya,"6, 4",142444127,4,9/15/2022,Secara relatif masih sangat terawat aquariumnya dan harganya terjangkau. Sayangnya area kolam 'touch pool' sudah tidak ada lagi.
1421,4,36,Arif Susanto,"3, 5",14214436,4,9/5/2022,Senang ajak keluarga taambah lagi ikan-ikannya
1643,6,101,Maya Hadiwijaya,"5, 4",164346101,4,7/5/2022,bagus tapi kurang terawat kebersihannya
3657,6,200,Dina Susanto,"5, 4",365736200,3,7/6/2022,"beli tiket online, tapi harus antri untuk ditukarkan disana. padahal ada barcode, harusnya disediakan fasilitas untuk tapping disana, tidak perlu antri seperti beli tiket disana."
3163,1,194,Andi Putri,"4, 4",316331194,3,11/18/2023,Bagus tapi blm aku coba.
1646,6,104,Fajar Utami,"2, 5",164636104,3,7/26/2023,CS Traveloka ngga ada yang bisa dihubungi. Chat berulang kali ngga dibalas
1643,6,103,Hadi Sari,"3, 1",164336103,3,7/6/2023,Ada apa ini traveloka error kah? Kenapa saya gk bisa melakukan pembayaran menggunakan paylater padahal limit saya masih banyak...
1423,4,45,Siti Kurniawan,"1, 1",14232445,2,4/23/2023,"beli tiket on site susah, alur perjalanan jauh, banyak jalan kaki dan hanya melihat jalan saja. masuk situs nya harus jalan kaki dan naik turun tangga cukup berat melelahkan. harga tiket juga cukup mahal, fasilitas kurang memuaskan. ada free drink, hanya sirup dingin tali harus jalan kaki lagi cukup jauh. benar2 melelahkan, kurang puas...mohon maaf"
1643,6,122,Maya Setiawan,"2, 3",164326122,2,1/10/2023,"Di saat genting tb² tiket di rescheduled, sgt ga membantu krn ga bs reschedule lgsg dr apps dan di suruh tlp nomer CS airlines, tapi CS Airlines ini aja udah ga bs di hub melalu itu dan di alihkan ke WA.. harus nya info nya update terkait no perubahan CS. Travel agent wajib punya informasi yg update."
1427,4,53,Wahyu Santoso,"4, 5",14272453,2,12/8/2022,"Mengecewakkan banget, mau ngajuin paylater gagal terus"
1531,5,63,Desi Putri,"2, 5",15312563,2,9/11/2022,V. .pin I nj Bisa C
1335,3,168,Lina Kurniawan,"2, 2",133523168,2,9/18/2023,"Aku 2tahun ga pke traveloka sejak corona limit paylater gak pernah dikurangi. Pdhl jarang pake jg. Giliran ganti dari trinusa traveindo ke caturnusa sejahtera, uda nelpon tiba2 suruh bayar cepet2 pdhl masih jauh harinya, ga ramah pula kek deptcollector, limit tb2 diturunin hampir 3/4 dari limit sebelumnya. Ga mslh sebenernya, cm kecewa aja, pdhl akun lama bgt uda 5tahun lbh pke traveloka. Busuk!"
3162,1,100,Lina Rahayu,"6, 2",316221100,2,7/27/2023,U mm
113,1,119,Budi Rahayu,"1, 2",11321119,2,6/17/2023,good
1530,5,55,Joko Sari,"6, 6",15301555,1,11/27/2023,"diperbaiki lagi untuk sistem pemilihan kursi nya, waktu pilih no kursi masih ada tetapi waktu mau bayar bertuliskan kursi penuh"
3657,6,87,Budi Setiawan,"3, 5",36571687,1,9/19/2023,"Mohon maintance ulang min, aplikasi terlalu berat untuk tampilan one UI terbaru"
3165,1,39,Desi Utami,"3, 1",31651139,1,10/1/2023,Uang mepet booking hotel eh tiket tidak dapat diterbitkan padahal udah bayar lalu saya Refund uangnya blm balik dan proses nya lama bgt
1420,4,66,Agus Wijaya,"5, 3",14201466,1,12/8/2023,Aplikasi yang sangat bagus untuk berpergian keluar kota
1650,6,83,Sinta Nurhayati,"5, 5",16501683,1,11/13/2023,Proses penarikan dana dari bliblipay ke rek brp lama ya ....
1215,2,198,Siti Nugroho,"5, 2",121512198,1,11/3/2023,"Maskapai apaan ini bagasi 15 kg lion tpi tdk d masukin harga merauke - Nabire 3.100 , bayar bagaisih 500 , 3 x transit , lion lion tdk berguna, maskapai di alihkan jauh skli kasian wanita tenteng barang 20 kg naik bagasi kabin percuma, tolong pemerintah d merauke datang nya garuda sampai nabire, lion sllu bermasalah tdk penting juga,"
1639,6,70,Fandi Hadiwijaya,"1, 4",16391670,1,10/17/2023,"Tiket gagal terbit gara2 aplikasinya telat update. Mau ganti kamar atau ganti hotel, sistem gagal mulu. Giliran mau refund lewat blipay, eh nunggu 14 hari baru bisa balik uangnya. Tolong diperbaiki ini sistemnya. Hey. Dan sekarang refundnya belum bisa cair, 2 kali mencairkan gagal. Mana sekali pencairan nunggu 3 hari lagi."
3164,1,39,Desi Utami,"3, 1",31641139,1,10/1/2023,Kesel bgt . setiap mau melanjutkan pembayaran tiket malah gangguan terus berulang2 . gimna ini. Mohon segera di perbaiki .
3167,1,25,Agus Hartono,"6, 3",31671125,1,9/20/2023,Aplikasi jelek
1111,1,30,Fajar Kurniawan,"5, 3",11111130,1,7/2/2023,"Beberapa kali booking hotel, selalu tidak sesuai dg harga di hotelnya, akhirnya diminta tambah sama resepsionis nya... Mungkin lebih ditekankan lagi dengan mitra hotelnya,, agar setelah bayar di aplikasi tidak dimintai tambah biayanya oleh pihak hotelnya... Terimakasih"
1529,5,115,Dewi Septiani,"6, 3",152915115,1,6/4/2023,"Sumpah KAPOK beli di sini. Di TKP gak jelas. Parah bangt. Gak jelas, gak ceto, gak untung, kapok"
115,1,160,Hadi Hadiwijaya,"2, 4",11511160,1,5/2/2023,Diskon nya kalah gede
1649,6,182,Siti Utami,"5, 4",164916182,1,5/2/2023,"B"""
1417,4,133,Dewi Sari,"6, 5",141714133,1,4/17/2023,"Ketipu sama pnginapan, uda gak ada penginapanya. Uang tidak bisa refound."
1418,4,70,Fandi Hadiwijaya,"1, 4",14181470,1,4/17/2023,iv
3169,1,117,Wahyu Sari,"4, 2",316911117,1,4/3/2023,"Tidak kontak langsung dengan pengelola hotel, jd tdk bisa bertanya tanya dahulu"
1114,1,173,Fajar Putri,"2, 6",111451173,5,7/5/2022,"beli tiket di traveloka sangat menyenangkan, meskipun utk aktifin ecard saya hrs ke google chrome krn di traveloka error trs. setelah aktivasi akan muncul kartu ecard kuning buat kita dan akan ada tulisan berlaku sampai kapan. oia utk 1x pembelian annual pass gratis masuk ancol per hari kedatangan kita ya, tapi tiket berlaku 1 tahun. pas di Dufan kita gak perlu antri di tempat tiket, cukup masuk dan scan barcode aja, nanti keluar deh wajah kita pas scan. pokoknya aman beli tiket di traveloka dan pastinya lbh murah dari web officialnya. makasih traveloka, anak2 senang dan orangtua puas"
1529,5,149,Dian Setiawan,"2, 4",152955149,5,7/4/2022,"Keren, karnaval show sudah ada lagi, dufan udah normal kembali seperti dulu, rameee..."
114,1,189,Arif Putri,"4, 2",11451189,5,6/22/2022,tempatnya bersih jadi nyaman buat bermain anak-anak
1637,6,184,Dewi Hadiwijaya,"2, 1",163756184,5,5/29/2022,Wahananya aman. Lokasi bersih.
1526,5,85,Maya Susanto,"6, 5",15265585,5,5/18/2022,"Walaupun sangat antri tp kami sangat menikmati dan bahagia, terima kasih dufan, sukses dan jaya terus ya"
3170,1,162,Dewi Nugroho,"2, 5",317051162,5,5/17/2022,walaupun ramai tetap terkendali
1334,3,130,Andi Putri,"2, 3",133453130,5,9/15/2023,tempat area sea world bagus dan bersih..menyenangkan melihat-lihat ikan 😊
1644,6,49,Fajar Hidayat,"3, 1",16445649,5,7/5/2023,mantapp
1651,6,139,Sinta Kurniawan,"4, 6",165156139,5,7/1/2023,terbantu banget.senangnya.bisa mempermudah dan lebih cepat. ngga perlu ngantri.trima kasih traveloka😘
1530,5,61,Agus Setiawan,"4, 5",15305561,5,6/25/2023,Sangat bagus
1641,6,68,Wahyu Wijaya,"4, 6",16415668,5,6/17/2023,Buat ngajarin anak2 tentang situasi bawah laut
1526,5,200,Dina Susanto,"5, 4",152655200,5,5/2/2023,"Tempat yang bagus untuk keluarga. Sayangnya terlalu crowded, memang pada masa liburan, jadi full sekali. Tapi alangkah baiknya kalau diadakan kapasitas maksimal, jadi jangan jual tiket lebih banyak dari kapasitas yang bisa ditampung di satu hari, karena kalau terlalu penuh begini jadi tidak nyaman."
3455,4,18,Rudi Santoso,"4, 2",34555418,5,12/5/2022,"Saya beli tiket bundling seaworld + ocean dreams + tiket ancol. tidak ada kendala, semua lancar. hanya bagi yang membawa kendaraan, siapkan saja biaya untuk tiket masuk kendaraannya. pengalaman yg menyenangkan, semua serba praktis dan mudah. cukup siapkan barcode tiket ketika akan masuk ke wahana (paperless)."
